Abies	Alnus	Betula	Carpinus	Castanea	Cedrus	Corylus	Ephedra	Fagus	Juniperus	Larix	Olea	Ostrya	Phillyrea	Picea	Pinus.D	Pinus.H	Pistacia	Quercus.D	Quercus.E	Salix	Tilia	Ulmus	Artemisia	Chenopodiaceae	Cyperaceae	Ericales.	Gramineae	
68	49	8	24	0	0	10	1	15	2	0	0	11	1	1	6	0	0	419	10	0	5	27	12	10	0	0	22	
17	39	8	12	0	0	4	0	8	0	0	0	2	0	1	10	0	0	166	28	0	1	13	7	6	1	0	37	
40	47	5	14	0	0	4	0	8	1	0	0	6	0	0	31	0	0	241	21	0	1	12	8	1	0	0	36	
18	48	80	3	0	0	1	3	13	1	0	0	3	0	1	69	0	0	248	0	1	3	8	29	9	5	0	198	
3	20	45	6	0	0	3	7	5	3	0	0	7	0	0	22	0	0	77	5	3	0	1	30	12	3	0	101	
21	10	178	5	1	0	1	4	9	2	0	1	2	0	1	53	0	0	101	4	1	1	1	46	7	4	0	150	
7	25	71	5	0	0	1	8	7	0	0	0	7	0	0	29	0	0	104	2	0	0	5	30	8	8	2	120	
2	11	33	2	0	0	1	3	7	5	0	0	4	0	0	31	0	0	39	3	1	1	1	22	15	7	0	103	
13	28	94	3	0	0	0	14	6	1	0	0	14	0	0	40	0	0	105	4	0	0	3	46	8	10	0	155	
6	12	44	1	0	0	1	8	4	8	0	0	5	0	1	26	0	0	55	1	0	0	2	60	18	4	0	170	
12	15	26	2	0	0	0	4	5	2	0	0	14	0	1	29	0	0	69	5	0	0	4	40	12	0	1	93	
2	8	62	2	0	0	0	7	1	1	0	0	3	0	0	26	0	0	92	1	0	0	2	46	12	8	0	101	
9	9	56	2	1	0	1	7	5	1	0	0	5	0	0	19	0	0	105	2	0	1	3	69	13	13	0	107	
10	29	10	5	0	0	1	4	4	0	0	0	7	0	0	27	0	0	84	5	0	1	2	49	7	7	1	126	
28	45	13	3	0	0	0	0	5	2	0	0	12	0	0	8	0	0	91	5	0	0	7	27	4	4	0	50	
19	22	11	8	0	0	0	0	5	2	0	0	7	0	0	2	0	0	50	9	0	0	7	19	3	1	0	20	
17	63	13	18	0	0	2	6	10	3	0	1	17	0	0	19	0	0	140	1	0	2	12	29	5	5	1	103	
22	65	7	5	0	0	2	8	4	2	0	0	21	0	0	18	0	0	163	4	2	2	6	60	7	6	0	142	
14	33	11	7	0	0	1	1	2	1	0	0	7	0	0	15	0	0	100	1	0	1	1	28	1	2	0	71	
25	44	16	7	0	0	0	3	3	2	0	1	8	0	0	32	0	0	106	1	2	0	6	49	4	5	1	141	
17	25	18	9	0	0	0	3	4	4	0	1	10	1	0	32	0	1	80	4	1	2	4	34	17	5	0	98	
13	13	17	1	0	0	0	7	6	2	0	0	1	0	0	41	0	0	51	0	1	0	5	45	10	10	0	149	
9	26	2	34	0	0	3	1	5	1	0	2	61	1	0	17	0	0	308	17	1	0	19	7	4	3	2	46	
19	18	24	2	0	0	3	10	8	2	0	0	4	0	0	33	0	0	84	3	0	0	2	52	13	4	0	106	
9	14	21	0	0	0	0	2	4	7	0	0	2	1	0	21	0	0	33	0	0	1	4	51	7	2	0	123	
30	26	10	4	0	0	0	3	4	0	0	0	10	0	0	50	0	1	108	1	0	0	6	34	4	5	1	185	
30	49	22	5	0	0	0	4	3	2	0	0	16	0	0	45	0	0	169	3	0	4	5	49	12	2	0	111	
6	13	10	0	0	0	0	3	2	1	0	0	6	0	0	23	0	0	48	4	0	1	1	27	2	2	0	41	
41	57	13	4	0	0	2	8	6	0	0	0	5	2	0	30	0	0	66	5	0	1	5	47	5	4	0	93	
16	32	44	10	0	0	1	4	4	4	0	0	8	0	0	33	0	0	94	2	1	0	5	46	17	0	1	132	
10	25	22	7	0	0	0	4	2	3	0	1	4	0	0	19	0	0	55	0	0	0	1	51	14	2	0	129	
16	49	20	3	0	0	1	3	10	2	0	0	3	0	2	28	0	0	99	3	0	0	4	35	11	1	0	117	
57	79	33	7	0	0	0	3	1	2	0	1	16	0	1	33	0	0	144	4	0	2	10	40	6	2	2	139	
8	21	19	5	0	0	3	1	3	3	0	0	4	0	0	23	0	2	148	4	1	0	4	38	7	3	0	62	
8	25	26	4	1	0	0	2	2	0	0	0	11	0	0	23	0	0	112	5	1	0	7	78	20	2	2	125	
20	94	28	7	0	0	1	4	2	2	0	0	9	0	1	18	0	0	59	14	0	1	5	21	9	3	0	45	
41	63	22	17	0	0	0	0	9	1	0	0	37	1	0	20	0	0	291	5	0	3	12	15	3	1	4	54	
17	68	58	7	0	0	0	1	8	0	0	0	1	1	0	17	0	1	101	4	2	1	6	64	6	1	0	128	
38	76	21	2	0	0	0	1	2	1	0	0	9	0	2	29	0	0	83	4	0	1	9	30	11	2	0	104	
42	68	25	6	0	0	1	1	0	1	0	0	5	0	0	11	0	0	104	2	1	0	6	23	2	3	0	66	
20	91	50	18	0	0	1	5	9	0	0	0	14	1	0	19	0	0	178	1	1	5	13	62	8	3	1	107	
34	45	21	7	0	0	0	0	3	1	0	0	5	0	2	7	0	0	67	9	0	1	6	13	1	1	0	30	
176	50	8	8	0	0	1	0	13	0	0	0	2	0	2	19	0	0	98	2	2	2	15	8	0	1	1	24	
36	67	20	4	0	0	3	1	1	2	0	0	6	1	0	13	0	0	74	10	0	3	8	15	3	0	4	53	
39	124	18	8	0	0	0	1	6	3	0	1	7	0	0	17	0	0	131	6	0	2	9	10	2	0	1	54	
54	90	26	16	0	0	0	2	13	4	0	0	18	0	0	18	0	0	202	10	0	5	21	12	3	3	1	38	
51	91	20	3	1	0	0	2	7	1	0	0	13	0	0	21	0	0	77	3	2	3	1	21	0	2	1	36	
97	76	13	3	0	0	1	1	7	0	0	0	2	0	0	9	0	1	96	2	0	1	8	10	3	0	0	48	
39	32	9	2	0	0	0	0	7	2	0	1	3	0	0	5	0	0	45	2	0	0	3	6	0	1	1	14	
62	113	48	7	0	0	0	0	1	1	0	1	17	0	0	20	0	0	125	2	1	2	9	51	5	1	2	84	
20	26	6	5	0	0	1	0	2	4	0	0	4	0	0	11	0	0	31	0	0	2	1	8	4	0	0	31	
25	33	15	2	0	0	0	1	4	2	0	0	4	0	0	6	0	0	29	0	0	1	1	6	3	1	0	34	
62	80	42	6	0	0	1	5	13	4	0	0	5	1	1	34	0	0	100	0	1	2	8	42	8	0	0	71	
17	17	19	4	0	0	0	1	4	0	0	0	5	0	0	11	0	0	41	0	0	4	2	9	2	0	0	31	
90	36	11	5	0	0	0	0	3	1	0	0	8	0	2	7	0	1	102	0	0	1	7	5	1	0	1	22	
123	58	16	8	0	0	0	0	13	1	0	2	11	0	2	23	0	0	132	1	1	2	10	15	1	0	0	23	
97	80	15	14	0	0	2	0	9	1	0	0	10	0	2	21	0	0	147	10	1	3	13	6	2	0	1	32	
83	90	32	13	0	0	1	0	25	1	0	0	32	0	2	24	0	0	213	3	3	7	20	13	5	3	0	43	
78	115	54	5	0	0	1	5	15	0	0	0	2	0	2	9	0	0	81	2	1	2	8	31	6	0	0	77	
158	109	31	3	0	0	1	0	19	0	0	0	0	0	4	25	0	0	164	3	0	4	12	18	0	0	1	29	
38	47	16	4	0	0	2	1	13	1	0	0	5	0	0	12	0	0	171	2	2	3	12	12	0	0	1	22	
25	38	5	7	0	0	5	0	32	9	0	1	15	1	0	17	0	0	115	8	0	2	12	36	15	0	0	72	
144	102	31	8	0	0	0	1	14	2	0	0	8	0	0	14	0	0	194	4	0	3	13	16	1	0	1	35	
91	62	3	6	0	0	0	0	30	0	0	0	2	0	0	11	0	0	153	2	0	1	7	6	0	1	0	11	
150	44	7	7	0	0	0	1	4	4	0	0	0	0	0	18	0	0	84	3	1	0	8	5	2	1	0	18	
48	94	27	18	0	0	1	1	22	0	0	0	8	0	1	22	0	0	167	6	0	0	13	16	3	5	0	24	
188	90	17	7	0	0	1	0	21	1	0	1	5	0	0	14	0	0	129	3	1	3	12	4	2	2	1	20	
132	82	12	7	0	0	0	0	29	0	0	1	6	0	2	11	0	0	95	0	0	2	29	8	0	2	1	9	
148	79	19	11	0	0	0	0	12	1	0	0	11	0	0	9	0	0	138	6	1	0	13	2	2	3	1	31	
80	82	11	5	0	0	3	1	14	0	0	0	4	0	1	12	0	0	148	3	0	1	8	8	1	0	0	12	
75	72	56	14	0	0	0	2	28	2	0	0	6	0	0	10	0	0	132	7	1	3	17	4	1	0	0	28	
85	133	33	13	0	0	1	2	19	0	0	0	3	0	3	13	0	0	127	3	0	4	25	8	3	0	1	11	
104	71	37	20	2	0	2	1	15	0	0	0	15	0	0	18	0	0	192	4	1	3	17	12	2	2	1	28	
140	60	19	11	0	0	2	0	28	4	0	0	12	0	2	38	0	0	102	3	0	1	23	11	1	3	1	21	
77	38	25	6	0	0	0	1	14	0	0	0	11	1	1	18	0	0	86	6	0	2	7	6	3	0	0	8	
95	95	78	13	0	0	1	1	16	0	0	0	12	0	1	21	0	0	123	11	1	1	25	11	0	3	1	20	
73	126	69	22	0	0	1	3	10	1	0	1	28	0	0	19	0	0	274	1	1	2	14	18	1	1	0	37	
55	62	67	21	1	0	0	2	19	0	0	0	7	0	2	25	0	0	194	6	0	0	13	10	1	1	0	25	
94	92	75	9	0	0	1	1	12	1	0	0	11	0	1	26	0	0	164	4	0	3	12	6	2	2	0	24	
85	90	21	21	0	0	3	0	5	0	0	0	15	0	0	14	0	0	188	9	0	1	20	3	0	1	1	5	
37	72	3	28	0	0	0	0	7	1	0	1	34	0	0	26	0	1	289	26	2	2	23	0	3	2	2	33	
109	85	29	24	0	0	0	1	9	2	0	0	14	0	3	22	0	1	156	5	1	3	34	8	1	1	1	22	
126	75	28	10	0	0	1	1	7	0	0	0	2	0	0	14	0	0	118	5	0	3	18	10	0	3	2	1	
89	79	22	16	0	0	1	0	7	1	0	0	16	0	0	11	0	0	208	2	1	5	25	3	0	0	3	19	
50	126	0	28	0	0	1	1	6	0	0	1	30	0	0	18	0	0	233	60	1	2	23	1	3	2	0	15	
61	131	2	33	0	0	1	0	7	0	0	1	40	0	1	17	0	0	323	28	0	2	21	4	0	3	3	16	
30	66	0	36	0	0	8	3	9	2	0	0	37	1	0	22	0	0	256	14	0	5	24	2	1	0	1	25	
25	80	1	28	0	0	5	0	3	0	0	3	34	0	0	22	0	0	250	12	0	0	23	4	0	0	1	39	
47	71	1	31	0	0	3	0	5	0	0	1	26	0	0	15	0	0	239	29	0	1	28	4	1	0	2	43	
40	54	1	34	0	0	3	0	6	0	0	1	25	0	0	9	0	0	207	40	0	3	18	4	2	2	0	12	
36	34	0	38	0	0	3	0	7	0	0	0	42	1	0	14	0	0	232	15	0	1	36	2	0	1	3	31	
40	88	1	27	0	0	0	0	8	0	0	2	48	0	0	28	0	0	217	29	0	0	25	3	1	2	1	54	
16	54	1	24	0	0	1	0	9	1	0	1	41	1	1	24	0	0	269	27	2	0	15	2	4	1	1	57	
9	59	1	33	0	0	3	1	7	0	0	0	25	1	0	26	0	0	280	32	2	1	27	2	2	2	4	31	
12	54	0	21	0	0	3	0	8	0	0	1	31	1	0	34	0	0	212	14	1	0	10	1	2	0	3	24	
9	55	0	12	0	0	1	0	3	0	0	0	23	1	1	37	0	0	242	36	0	0	17	0	1	1	4	50	
12	53	1	29	1	0	0	2	10	0	0	1	27	0	0	39	0	0	280	25	0	0	19	2	1	1	2	31	
8	75	0	29	1	0	3	0	6	0	0	2	32	0	2	24	0	0	323	38	0	1	19	0	0	2	1	33	
12	148	1	25	0	0	3	0	10	1	0	0	33	0	0	46	0	1	304	31	1	2	15	1	0	1	2	20	
17	69	0	32	0	0	0	0	6	1	0	2	39	1	0	42	0	1	339	19	0	0	11	2	1	2	4	36	
13	58	1	23	0	0	4	0	5	1	0	3	50	2	0	16	0	0	236	23	0	1	23	0	0	1	2	29	
41	17	1	38	0	0	6	0	8	1	0	0	36	0	4	20	0	0	234	20	0	0	20	0	0	2	2	16	
31	3	3	48	0	0	11	1	3	1	0	0	60	1	2	9	0	2	235	40	1	1	26	1	1	3	4	29	
15	1	3	22	0	0	1	1	5	0	0	4	42	3	1	10	0	1	235	10	0	1	13	1	0	2	5	35	
10	0	0	33	0	0	6	0	6	1	0	2	46	1	0	6	0	0	223	24	0	1	8	0	0	3	2	43	
11	2	0	47	0	0	2	1	10	2	0	4	64	0	0	13	0	1	222	33	0	0	12	2	0	2	3	32	
16	1	1	56	0	0	6	0	10	0	0	4	49	0	0	15	0	3	253	23	0	4	12	0	0	5	3	21	
6	1	1	33	0	0	2	1	6	0	0	0	25	0	0	4	0	0	168	48	0	0	10	1	0	2	0	13	
0	2	0	39	0	0	6	0	5	3	0	1	50	0	0	9	0	1	311	20	0	0	11	0	0	2	2	42	
1	3	0	35	0	0	5	0	8	3	0	5	27	4	0	6	0	4	300	26	0	2	12	0	0	3	5	51	
1	2	3	38	0	0	14	0	6	0	0	9	79	9	0	11	0	0	319	26	0	1	17	1	1	4	1	44	
0	1	0	20	0	0	2	0	3	0	0	3	74	0	0	5	0	0	248	18	0	0	12	0	0	2	3	40	
1	4	0	24	0	0	9	1	5	1	0	7	33	3	0	3	0	0	253	21	0	2	7	0	1	2	5	57	
2	1	1	8	0	0	13	0	3	1	0	4	27	1	1	4	0	0	279	21	0	1	19	2	4	3	2	107	
0	2	0	16	1	0	6	0	4	1	0	8	42	0	0	6	0	2	284	14	0	1	4	0	1	3	3	77	
0	2	1	14	0	0	8	0	5	3	0	4	34	12	0	6	0	2	307	26	0	0	24	1	0	4	1	98	
0	2	0	19	0	0	11	1	7	0	0	7	45	1	0	5	0	3	262	32	0	1	16	2	2	12	4	89	
1	2	6	18	0	0	12	0	3	0	0	3	23	1	0	5	0	3	219	14	0	0	16	0	6	15	3	79	
5	1	0	22	0	0	11	0	6	2	0	6	21	0	0	10	0	2	239	10	0	2	15	2	2	7	1	105	
0	1	3	20	0	0	4	0	6	3	0	9	25	0	0	4	0	0	227	2	0	1	12	2	0	13	5	101	
0	5	0	29	0	0	15	0	2	1	0	8	28	4	0	6	0	7	317	23	1	1	26	4	0	8	5	145	
0	6	1	21	0	0	4	0	3	0	0	9	29	3	0	2	0	3	219	15	0	2	23	1	2	9	2	136	
0	3	0	18	0	0	11	0	4	3	0	4	27	3	1	4	0	0	183	16	0	1	28	6	7	11	2	129	
1	2	0	31	0	0	16	0	4	1	0	8	44	9	0	8	0	4	262	26	0	2	28	0	8	13	9	175	
0	2	4	9	0	0	5	0	2	1	0	5	20	6	0	4	0	1	153	36	1	0	8	6	3	5	2	99	
0	1	3	12	0	0	8	0	3	2	0	2	21	1	0	2	0	6	191	17	2	3	20	4	3	8	0	170	
0	2	2	11	0	0	8	0	5	2	0	3	28	5	0	3	0	7	169	25	0	4	9	6	3	9	2	125	
0	0	1	14	0	0	2	0	3	4	0	2	25	4	0	3	0	3	177	7	0	0	14	5	0	9	4	133	
2	2	1	9	0	0	2	0	1	0	0	5	36	2	0	10	0	5	205	12	0	1	23	2	3	13	7	78	
0	1	0	14	1	0	13	0	2	2	0	4	33	0	0	7	0	6	204	12	0	1	13	3	5	7	5	120	
1	3	1	20	0	0	19	0	4	0	0	6	17	13	0	8	0	10	210	29	0	4	18	4	2	3	4	139	
0	1	1	8	0	0	29	0	9	4	0	2	33	8	0	8	0	8	199	13	0	1	21	0	0	12	5	92	
0	2	1	5	0	0	14	0	7	3	0	0	11	1	0	8	0	7	211	9	0	0	14	4	3	1	3	108	
0	3	0	12	0	0	38	0	5	3	0	0	30	2	0	7	0	0	323	16	0	2	15	2	7	7	1	126	
0	2	0	17	0	0	25	0	7	6	0	4	30	5	1	9	0	13	216	8	0	0	14	1	9	15	1	130	
1	1	5	15	9	0	33	0	3	1	0	7	32	3	0	3	0	6	221	21	0	1	14	7	2	11	4	125	
0	3	1	15	0	0	11	1	12	4	0	2	22	4	0	12	0	3	240	10	0	0	12	2	2	14	2	107	
0	0	0	30	3	0	23	0	6	2	0	1	37	7	1	7	0	7	307	25	0	2	13	7	2	11	0	147	
0	1	3	9	0	0	13	0	4	0	0	0	18	2	0	4	0	0	229	1	0	0	7	10	6	9	2	82	
0	1	1	11	0	0	18	0	7	3	0	0	22	0	0	5	0	0	289	7	1	0	10	7	3	17	0	125	
0	2	2	7	0	0	4	0	17	5	0	0	11	5	0	14	0	2	261	17	0	0	8	15	6	5	1	82	
1	3	2	4	0	0	5	0	9	3	0	0	8	0	0	4	0	0	293	3	0	0	17	15	3	10	0	108	
0	0	2	6	0	0	6	0	2	0	0	0	20	0	0	9	0	0	266	41	0	0	4	18	3	16	0	91	
0	3	5	1	0	0	1	1	6	0	0	1	7	3	2	9	0	0	359	5	0	2	9	18	1	7	0	132	
0	0	0	3	0	0	1	0	3	0	0	0	2	5	0	5	0	0	237	8	0	0	7	6	6	4	0	64	
0	1	3	0	0	0	1	2	9	0	0	0	1	4	1	5	0	0	299	4	0	1	6	25	16	4	0	46	
0	1	10	0	0	0	0	1	8	2	0	0	5	1	1	10	0	0	505	16	0	0	11	10	1	4	0	70	
0	1	6	0	0	0	0	1	7	1	0	0	1	0	0	4	0	0	304	10	0	1	7	26	7	2	0	58	
0	2	7	0	0	0	1	1	10	3	0	0	1	1	0	14	0	0	386	21	0	0	9	31	5	5	0	97	
0	0	11	0	0	0	2	4	11	6	0	0	3	1	0	28	0	0	332	6	0	1	8	46	53	3	0	65	
0	1	16	0	0	0	2	6	5	3	0	0	7	0	0	16	0	0	278	2	0	0	1	40	43	2	0	62	
0	3	7	0	0	0	0	7	5	6	0	0	3	0	0	15	0	0	209	5	0	1	5	48	25	1	0	65	
0	1	5	2	0	0	0	8	25	4	0	0	1	0	0	25	0	0	216	3	0	0	4	46	71	1	0	85	
1	1	11	0	0	0	2	15	6	1	0	1	0	0	0	13	0	0	264	8	0	1	2	42	49	0	0	72	
0	1	2	1	0	0	2	17	5	10	0	0	5	0	0	23	0	0	274	1	0	1	2	65	53	7	0	62	
0	1	4	0	0	0	0	14	7	4	0	0	0	2	1	17	0	0	165	4	0	0	1	74	98	13	0	98	
0	0	3	0	0	0	0	15	5	2	0	0	0	0	1	18	0	0	104	1	0	0	4	22	67	4	0	27	
0	3	6	1	0	0	1	9	8	5	0	0	4	1	0	15	0	1	238	5	1	0	0	60	69	6	0	74	
1	2	9	0	0	0	2	6	18	6	0	0	2	0	0	12	0	0	195	8	1	0	4	67	62	9	0	92	
0	0	9	0	0	0	0	5	2	7	0	0	1	0	0	7	0	0	53	1	0	0	1	18	16	2	0	38	
1	1	10	0	0	0	1	12	8	6	0	0	1	0	0	29	0	0	156	3	0	0	4	98	86	7	0	113	
0	1	24	0	0	0	1	7	9	7	0	0	0	0	0	21	0	0	143	1	0	0	4	97	96	27	0	112	
1	0	1	1	0	0	0	7	11	6	0	0	2	0	0	10	0	0	149	2	0	0	1	93	67	17	0	117	
0	0	9	0	0	0	2	7	4	7	0	0	1	0	0	17	0	0	140	3	0	0	0	74	68	11	0	114	
0	1	7	2	0	0	0	6	1	6	0	0	1	0	0	14	0	0	143	3	0	1	3	60	42	5	0	117	
0	0	8	0	0	0	2	7	8	7	0	1	2	0	0	7	0	0	187	4	0	0	1	72	53	5	0	154	
0	1	7	0	1	0	0	17	14	16	0	0	0	0	0	17	0	0	209	3	0	0	3	73	55	19	0	185	
1	1	22	0	0	0	1	6	15	22	0	0	0	0	0	27	0	0	241	1	0	1	4	101	70	14	0	185	
0	0	6	0	0	0	2	5	1	9	0	1	0	0	0	10	0	0	132	0	1	0	3	90	39	12	0	113	
0	2	11	1	0	0	3	11	8	30	0	0	2	0	0	18	0	0	209	4	1	0	11	110	95	18	0	193	
0	2	13	0	0	0	1	8	4	65	0	0	0	0	0	11	0	0	85	3	0	0	6	70	65	16	0	227	
0	0	16	0	0	0	2	4	4	44	0	0	3	0	0	21	0	0	43	2	0	0	3	86	68	26	0	129	
0	0	14	0	0	0	3	9	7	35	0	0	2	0	0	16	0	0	45	0	2	2	10	113	86	10	0	195	
0	1	25	0	0	0	1	6	6	59	0	0	2	0	1	17	0	0	64	0	2	0	1	91	49	27	0	209	
0	2	12	0	0	0	1	1	2	11	0	0	0	0	0	10	0	0	22	0	1	0	2	64	26	5	0	58	
0	0	11	0	0	0	1	7	6	46	0	0	1	0	0	21	0	0	52	0	0	0	1	100	60	14	0	183	
0	1	5	0	0	0	0	2	3	55	0	0	0	0	0	28	0	0	26	0	0	0	2	59	30	14	0	140	
0	0	3	0	0	0	1	2	1	29	0	0	2	0	0	11	0	0	22	0	0	0	1	79	35	7	0	121	
0	1	14	1	0	0	3	4	3	34	0	0	1	0	0	20	0	0	21	0	0	0	1	91	24	5	0	130	
0	1	15	1	0	0	2	4	7	134	0	0	1	0	0	27	0	0	32	0	0	0	4	92	58	44	0	221	
0	0	17	0	0	0	0	7	4	32	0	2	2	0	0	30	0	0	33	0	0	0	0	104	49	6	0	140	
0	7	16	0	0	0	5	4	0	48	0	0	0	0	1	11	0	0	17	0	0	0	1	53	21	4	1	129	
0	1	13	0	0	0	0	1	7	54	0	0	1	0	0	16	0	0	34	0	0	0	1	110	40	4	0	234	
0	0	4	0	0	0	0	2	4	26	0	0	0	0	0	14	0	0	11	0	0	0	1	52	17	8	0	126	
0	0	11	0	0	0	0	5	3	37	0	0	1	0	0	18	0	0	12	2	0	0	0	92	30	12	0	182	
1	1	9	0	0	0	0	1	0	41	0	1	0	1	0	13	0	0	17	0	0	0	0	82	34	4	0	199	
0	1	5	0	0	0	0	5	2	12	0	0	1	0	0	17	0	0	8	0	0	0	1	82	28	3	0	148	
0	2	8	0	0	0	2	6	1	27	0	1	0	0	0	17	0	0	9	0	0	0	0	141	104	2	0	212	
0	0	1	1	0	0	2	2	3	41	0	0	0	0	0	14	0	0	37	1	0	0	0	44	15	10	0	91	
0	2	8	0	0	0	0	2	2	32	0	1	2	0	0	7	0	0	13	0	0	0	3	87	21	1	0	185	
0	2	8	0	0	0	1	3	4	11	0	0	0	0	0	14	0	0	4	0	0	0	0	67	25	3	0	85	
0	0	6	0	0	0	0	3	3	28	0	0	1	0	0	11	0	0	6	0	0	0	1	50	48	2	1	73	
0	0	1	0	0	0	0	1	0	9	0	0	1	0	0	9	0	0	3	0	0	0	1	11	23	1	0	87	
0	0	5	0	0	0	1	0	4	12	0	0	3	0	0	12	0	0	10	0	0	0	2	72	32	2	0	175	
0	0	3	0	0	0	0	1	2	15	0	0	0	0	0	8	0	0	4	0	1	0	0	42	23	2	0	70	
0	0	2	0	0	0	0	2	0	7	0	1	1	0	2	8	0	0	7	0	0	0	0	28	9	1	0	71	
0	0	10	0	0	0	0	1	1	15	0	0	0	0	0	20	0	0	13	0	1	0	1	74	28	1	0	180	
0	0	6	0	0	0	0	3	0	15	0	0	0	0	0	22	0	0	14	0	0	0	0	50	17	4	0	123	
0	0	9	0	0	0	0	1	4	107	0	0	0	0	0	33	0	0	21	0	0	0	0	35	15	4	0	117	
0	0	8	0	0	0	0	2	3	114	0	0	0	0	1	25	0	0	2	0	0	0	1	75	26	0	0	146	
0	0	3	0	0	0	0	0	0	29	0	0	0	0	0	10	0	0	1	0	0	0	1	91	27	1	0	159	
0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	3	0	0	2	0	0	0	0	38	10	0	0	25	
1	0	1	0	0	0	0	1	0	7	0	0	0	0	0	8	0	0	1	0	0	0	2	44	12	3	0	21	
0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	19	12	1	0	74	
0	0	2	0	0	0	0	0	1	37	0	0	0	0	0	3	0	0	1	0	0	0	0	19	9	1	0	22	
0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	1	0	0	0	2	75	12	2	0	62	
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	0	0	28	12	0	0	44	
1	0	2	0	0	0	0	1	0	48	0	0	0	0	0	4	0	0	1	0	0	0	0	47	22	2	0	41	
2	1	1	0	0	0	1	0	0	4	0	0	1	0	0	5	0	0	1	0	0	0	0	9	5	0	0	8	
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	45	32	0	0	34	
0	0	2	0	0	0	1	0	0	9	0	0	0	0	0	3	0	0	2	0	0	0	1	36	22	0	0	21	
0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	14	13	0	0	19	
