Abies	Alnus	Betula	Carpinus	Castanea	Cedrus	Corylus	Ephedra	Fagus	Juniperus	Larix	Olea	Ostrya	Phillyrea	Picea	Pinus.D	Pinus.H	Pistacia	Quercus.D	Quercus.E	Salix	Tilia	Ulmus	Artemisia	Chenopodiaceae	Cyperaceae	Ericales.	Gramineae	
0	0	2	0	0	0	0	0	0	69	0	0	0	0	0	8	0	0	3	0	3	0	0	7	40	12	0	78	
0	0	3	1	0	0	0	0	0	77	0	1	0	0	0	21	0	0	2	0	0	0	0	95	30	0	0	89	
0	0	4	0	0	0	0	0	0	61	0	0	0	0	0	10	0	0	1	0	2	0	0	5	24	5	0	87	
0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	9	0	0	0	0	1	0	0	3	31	7	0	115	
0	0	1	0	0	0	0	0	0	50	0	0	0	0	0	13	0	0	1	0	0	0	0	1	28	5	0	100	
0	0	2	0	0	0	0	0	0	60	0	0	0	0	0	11	0	0	1	0	0	0	0	8	24	7	0	106	
0	0	0	1	0	0	0	5	0	37	0	1	0	0	0	34	0	0	3	0	1	0	0	120	31	4	0	142	
0	1	6	1	0	0	0	0	0	34	0	0	0	0	0	48	0	0	3	0	0	0	0	7	10	7	0	120	
1	2	1	0	0	0	0	2	0	56	0	0	0	0	1	66	0	0	2	0	1	0	0	68	6	5	0	178	
0	2	6	0	2	0	0	0	2	22	0	0	0	0	0	65	0	0	2	0	1	0	1	104	11	10	0	179	
0	0	1	0	0	0	0	0	0	10	0	1	0	0	0	75	0	0	0	0	0	0	0	83	29	13	1	138	
1	0	6	0	0	0	0	2	0	44	0	1	1	0	0	70	0	0	0	0	1	0	0	69	14	2	0	181	
0	0	3	0	0	0	0	0	2	44	0	0	0	0	0	67	0	0	3	0	0	0	0	73	9	3	0	142	
0	4	4	0	0	0	0	1	1	22	0	0	0	0	1	93	0	0	8	0	0	0	1	64	7	4	0	160	
0	0	1	0	0	0	0	3	0	16	0	0	0	0	0	74	0	0	1	0	1	0	0	43	5	10	0	161	
1	0	0	0	0	0	0	0	4	2	0	0	0	0	2	217	0	0	2	0	1	0	0	29	18	14	0	50	
0	0	0	0	2	0	0	1	1	25	0	0	0	0	0	64	0	0	0	0	0	0	0	66	8	17	0	146	
0	0	1	0	0	0	0	1	1	26	0	0	0	0	0	85	0	0	4	0	0	0	0	51	13	4	0	114	
0	1	1	0	0	0	0	3	1	8	0	0	0	0	2	119	0	0	8	0	0	0	1	47	5	4	0	117	
0	1	2	0	0	0	0	0	3	15	0	0	1	0	0	171	0	0	5	0	0	0	0	43	10	1	1	142	
1	2	1	0	0	0	0	1	2	68	0	3	2	0	0	69	0	0	2	0	0	0	0	39	5	11	0	153	
0	7	0	0	0	0	2	0	0	8	0	0	1	0	0	23	0	0	4	0	0	0	0	110	28	3	0	103	
5	0	0	0	0	0	0	1	5	13	0	0	0	0	0	94	0	0	3	0	0	0	0	67	65	1	1	79	
0	0	3	0	0	0	0	0	1	9	0	0	0	0	0	26	0	0	3	0	0	0	1	111	38	0	0	106	
5	2	1	1	0	0	0	8	4	2	0	0	1	0	0	31	0	0	15	0	0	0	1	24	8	3	0	114	
3	3	0	0	0	0	0	1	3	17	0	0	0	0	2	67	0	0	2	0	0	1	1	120	16	16	0	117	
9	11	0	4	0	0	0	0	8	6	0	0	2	0	0	51	0	0	32	0	1	0	6	78	11	4	0	92	
2	0	2	0	0	0	0	2	1	9	0	0	0	0	1	78	0	0	3	0	0	0	0	173	34	4	0	147	
3	3	2	0	0	0	0	0	0	43	0	0	0	0	0	35	0	0	11	0	0	0	0	128	38	4	0	164	
10	7	2	3	0	0	2	1	12	8	0	0	1	0	1	83	0	0	16	0	0	0	1	162	54	3	1	178	
5	12	1	0	0	0	1	1	13	7	0	0	1	0	2	59	0	0	13	0	0	0	1	130	49	1	0	128	
5	4	0	0	0	0	0	0	6	2	0	0	1	0	0	45	0	0	5	0	0	0	0	115	33	3	0	92	
1	3	0	1	0	0	0	2	0	9	0	0	1	0	0	27	0	0	8	0	0	0	0	122	31	4	0	94	
2	1	0	0	0	0	1	1	2	6	0	0	0	0	1	96	0	0	1	0	0	0	0	75	16	1	0	81	
1	3	2	0	0	0	0	0	2	2	0	0	0	0	7	169	0	0	1	0	0	0	0	50	15	5	0	89	
3	2	0	0	0	0	0	0	1	31	0	0	0	0	6	171	0	0	1	0	0	0	0	57	9	1	0	138	
0	0	2	0	0	0	0	4	2	18	0	0	0	0	1	88	0	0	3	0	1	0	0	50	9	3	0	105	
0	3	0	0	0	0	0	1	3	10	0	0	0	0	10	135	0	0	0	0	0	0	0	40	10	3	0	78	
1	1	0	0	0	0	0	1	3	7	0	0	1	0	3	104	0	0	4	0	1	0	0	39	20	3	1	105	
0	0	2	0	0	0	0	2	2	27	0	0	0	0	2	108	0	0	6	0	0	0	0	70	15	5	0	124	
1	0	2	0	1	0	0	4	4	40	0	0	0	0	0	70	0	0	5	0	0	0	0	60	5	6	0	122	
1	0	3	0	0	0	0	4	5	5	0	0	0	0	1	109	0	0	7	0	0	1	1	47	13	3	1	95	
11	5	2	2	0	0	0	1	7	16	0	2	0	0	2	143	0	0	17	0	0	0	1	30	21	6	0	117	
0	3	2	0	0	0	0	4	6	13	0	0	0	0	2	124	0	0	5	0	0	0	0	47	10	5	0	153	
2	2	2	1	0	0	0	3	2	21	0	0	0	0	1	95	0	0	7	0	0	0	2	76	20	5	0	181	
0	0	3	0	0	0	0	0	3	28	0	0	0	0	0	55	0	0	7	0	0	0	1	78	12	4	0	273	
0	1	3	1	0	0	0	3	7	83	0	0	0	0	2	50	0	0	4	0	2	0	2	52	4	7	0	170	
0	1	2	0	0	0	0	0	2	89	0	0	0	0	2	52	0	0	7	0	0	0	0	42	7	5	0	110	
2	1	2	0	0	0	0	1	1	20	0	0	0	0	0	38	0	0	0	0	0	0	0	71	26	3	0	160	
0	0	0	0	0	0	0	6	2	44	0	0	0	0	0	50	0	0	0	0	1	0	0	97	33	3	0	187	
0	1	1	0	0	0	0	3	2	18	0	0	0	0	0	36	0	0	1	0	0	0	0	74	27	8	0	204	
1	0	4	0	0	0	0	3	11	41	0	0	0	0	0	87	0	0	15	0	0	0	1	40	21	7	0	190	
0	2	1	0	3	0	0	1	5	179	0	0	1	0	1	23	0	0	1	0	1	0	0	37	12	2	0	148	
0	0	2	0	0	0	0	5	3	43	0	0	0	0	0	45	0	0	6	0	0	0	1	29	18	14	0	154	
0	1	1	0	0	0	0	0	2	8	0	0	1	0	0	16	0	0	1	0	2	0	0	115	17	5	0	164	
0	0	1	0	0	0	0	4	2	2	0	0	0	0	0	21	0	0	1	0	0	0	0	106	28	7	0	143	
0	0	1	0	0	0	0	1	2	16	0	1	0	0	0	9	0	0	3	0	1	0	0	81	18	0	0	169	
0	0	1	0	0	0	0	1	1	5	0	0	0	0	0	29	0	0	2	0	0	0	1	117	34	3	0	175	
0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	19	0	0	4	0	0	0	0	112	34	4	0	145	
0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	0	2	0	0	0	1	147	42	1	0	71	
1	0	0	0	0	0	0	1	0	8	0	0	1	0	0	3	0	0	1	0	0	0	0	27	14	0	0	39	
0	1	1	0	0	0	1	4	1	2	0	0	0	0	1	5	0	0	1	0	0	0	0	74	41	0	0	66	
0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	34	15	0	0	80	
0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	22	13	0	0	46	
0	0	1	1	0	0	0	6	1	2	0	0	0	0	0	7	0	0	0	0	0	0	0	37	43	2	0	99	
0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	10	0	0	1	0	0	0	0	18	19	0	0	70	
0	2	5	0	0	0	1	0	0	76	0	0	0	0	0	14	0	0	9	0	0	0	0	116	41	1	0	156	
1	2	1	0	0	0	0	0	3	37	0	1	1	1	0	12	0	0	7	0	1	0	0	101	30	5	0	94	
0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	76	0	0	7	0	0	0	0	73	88	3	0	86	
2	0	1	0	0	0	0	3	0	39	0	2	1	0	0	23	0	0	3	0	1	0	0	78	23	2	1	182	
0	3	2	0	1	0	0	1	1	81	0	1	2	0	0	19	0	0	4	0	0	0	0	63	16	2	0	113	
0	0	2	1	0	0	0	1	0	18	0	1	3	1	1	22	0	0	8	0	1	1	1	99	28	4	0	160	
2	0	4	0	0	0	0	2	4	9	1	2	1	0	1	22	0	0	18	0	0	0	1	59	14	4	1	128	
1	1	1	0	0	0	1	1	18	14	0	0	7	0	2	56	0	0	40	0	0	0	0	30	27	8	0	173	
0	1	11	0	0	0	1	0	3	7	0	0	0	0	0	38	0	0	26	0	2	1	2	39	9	15	0	152	
2	1	7	1	0	0	1	1	8	21	0	1	2	0	2	33	0	0	32	0	7	0	0	35	20	8	0	157	
2	1	3	1	0	0	0	1	2	2	0	1	0	0	1	42	0	0	11	0	0	0	1	25	15	14	0	142	
1	0	3	0	0	0	0	4	5	2	1	0	1	0	0	60	0	0	20	0	0	0	0	25	5	11	0	168	
0	1	0	0	0	0	1	0	3	2	0	0	0	1	0	11	0	0	11	0	0	0	0	25	28	0	0	88	
0	1	1	0	0	0	1	2	2	1	0	0	3	0	0	6	0	0	4	0	0	0	1	81	37	0	0	129	
0	1	1	0	0	0	0	4	3	2	0	0	1	0	1	60	0	0	14	0	1	0	0	60	60	12	0	209	
3	3	3	2	1	0	3	0	8	6	0	8	3	0	3	54	0	0	41	0	0	1	5	47	9	7	0	156	
3	0	4	1	1	0	2	4	15	4	0	1	2	0	2	122	0	0	46	0	0	2	3	16	16	10	0	140	
1	4	3	2	0	0	0	0	2	2	0	0	0	0	1	8	0	0	38	0	1	0	1	41	47	2	0	169	
0	0	0	0	0	0	0	0	7	14	0	0	4	0	0	5	0	0	9	0	0	0	1	54	26	1	0	122	
0	0	2	0	0	0	0	4	1	8	0	0	1	0	1	9	0	0	4	0	0	0	0	78	32	4	0	99	
1	1	2	0	0	0	0	6	2	5	0	0	0	0	0	7	0	0	11	0	0	0	0	65	26	0	0	132	
0	3	1	1	0	0	0	0	7	2	0	0	0	0	0	36	0	0	20	0	0	0	1	50	31	4	0	154	
1	1	1	2	0	0	0	2	15	1	0	2	0	0	0	17	0	0	8	0	0	0	0	20	20	0	0	135	
8	1	2	1	0	0	0	4	18	3	0	0	2	0	0	24	0	0	15	0	1	0	0	44	14	0	0	166	
10	0	0	5	0	0	1	1	7	0	0	0	0	0	0	64	0	0	15	0	0	1	0	7	7	2	0	54	
3	1	1	2	0	0	1	1	16	1	0	0	2	0	0	69	0	0	26	0	0	0	1	16	10	2	0	110	
7	0	1	0	3	0	0	3	11	0	0	0	2	0	1	59	0	0	15	0	0	0	2	5	6	3	1	29	
4	1	1	3	1	0	1	0	15	0	0	0	1	0	0	30	0	0	5	0	0	0	1	1	1	3	0	22	
4	0	1	2	0	0	0	0	5	1	0	0	0	0	0	32	0	0	14	0	0	0	0	1	4	2	0	32	
3	0	0	1	0	0	1	0	6	3	0	1	0	0	0	33	0	0	14	0	0	1	1	12	6	4	0	134	
2	0	3	5	0	0	1	0	5	0	2	0	0	0	0	18	0	0	5	0	0	0	6	9	8	0	0	31	
13	5	0	0	0	2	0	1	1	6	0	2	2	0	0	68	0	0	12	0	1	1	0	17	55	13	0	111	
10	0	9	1	0	0	3	0	16	22	0	1	1	0	0	60	0	0	25	0	0	1	4	31	17	11	0	136	
11	3	3	2	0	0	1	4	3	0	0	0	0	0	1	94	0	0	29	0	0	1	0	19	23	12	0	86	
6	0	9	4	0	0	1	4	20	8	0	0	4	0	4	54	0	0	46	0	1	3	3	40	19	16	0	147	
3	0	17	7	1	0	2	0	24	14	0	0	4	0	0	40	0	0	47	0	0	2	10	14	14	4	1	101	
0	0	6	0	0	0	1	0	14	3	0	0	0	0	0	18	0	0	31	0	1	2	2	2	0	5	0	61	
1	0	4	3	1	0	3	2	8	8	0	1	7	0	0	50	0	0	76	0	3	1	2	14	7	6	0	166	
0	2	2	0	0	0	0	0	5	28	0	0	6	0	0	57	0	0	26	0	0	0	2	41	13	11	0	126	
0	0	2	0	0	0	0	1	0	12	0	0	0	0	1	31	0	0	3	0	0	0	0	20	26	2	0	44	
0	2	1	0	0	0	1	2	1	4	0	0	1	0	0	5	0	0	8	0	0	0	0	95	56	1	0	74	
2	0	4	0	0	0	0	0	1	5	0	0	1	0	0	46	0	0	6	0	0	0	0	54	33	4	0	84	
1	0	0	0	0	0	0	6	1	20	0	0	0	0	0	31	0	0	2	0	0	0	0	31	29	6	0	61	
0	0	0	1	0	0	0	1	2	4	0	0	0	0	0	5	0	0	0	0	0	0	0	23	35	0	0	39	
0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	8	0	0	2	0	0	0	0	45	44	1	0	39	
1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	11	13	0	0	52	
0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	18	0	0	6	0	1	0	0	37	36	3	0	94	
4	4	1	1	1	0	1	0	1	4	0	1	0	0	0	37	0	0	8	0	0	0	1	82	50	17	0	94	
2	1	4	1	0	0	0	6	5	4	0	0	2	0	1	63	0	0	20	0	0	1	1	29	15	5	0	156	
3	1	3	0	0	0	0	0	4	15	0	0	0	0	2	55	0	0	16	0	0	0	1	54	17	4	0	128	
3	2	3	1	0	0	0	2	6	3	0	1	0	0	0	37	0	0	15	0	0	0	2	80	13	6	0	188	
4	4	5	3	0	0	1	0	11	11	0	0	1	0	0	39	0	0	28	0	0	1	3	58	18	2	0	157	
6	4	0	2	0	0	0	0	1	2	0	0	0	0	0	20	0	0	11	0	0	0	1	38	10	0	0	49	
4	4	6	0	0	0	3	1	7	5	0	0	5	0	0	12	0	0	24	0	0	0	1	77	44	0	0	137	
19	8	3	0	0	0	1	3	6	3	0	0	2	0	0	24	0	0	18	0	0	0	5	91	53	4	0	123	
7	3	3	2	0	0	0	4	9	3	0	1	0	0	2	56	0	0	42	0	0	1	2	22	11	9	0	148	
13	6	9	2	0	0	6	0	13	15	0	1	4	0	0	44	0	0	69	0	0	0	4	24	17	4	0	110	
5	2	32	4	0	0	2	2	24	12	0	0	4	0	1	38	0	0	62	0	0	2	8	15	13	9	0	103	
7	3	23	0	0	0	2	5	9	6	0	3	0	0	0	50	0	0	37	0	2	0	7	19	10	5	0	119	
7	8	33	9	1	0	4	0	11	6	0	0	1	0	0	33	0	0	82	0	0	6	11	12	7	4	0	79	
2	4	21	5	1	0	7	0	28	8	0	1	3	0	0	46	0	0	74	0	0	1	14	27	5	11	0	110	
10	15	11	4	0	0	0	1	11	12	0	0	1	0	0	51	0	0	45	0	0	6	6	62	19	5	0	116	
23	8	7	6	0	2	4	3	23	3	0	0	5	0	0	27	0	0	79	0	0	1	11	15	12	6	0	79	
7	3	8	2	0	0	2	1	9	3	0	0	1	0	0	60	0	0	43	0	1	0	3	36	21	3	0	168	
14	8	3	2	1	0	0	4	11	6	0	1	0	0	0	31	0	0	23	0	0	1	0	61	25	9	0	167	
15	2	36	5	0	0	7	0	25	7	0	0	4	0	0	30	0	0	94	0	1	3	32	15	7	4	0	61	
9	2	2	1	0	0	0	0	0	9	0	0	0	0	1	35	0	0	30	0	2	0	1	54	19	4	0	83	
2	1	10	0	0	0	1	0	5	20	0	0	0	0	0	18	0	0	26	0	0	3	2	67	18	2	1	100	
0	0	5	0	0	0	0	0	6	7	0	0	0	0	0	11	0	0	15	0	0	0	1	92	18	1	0	51	
3	4	5	0	0	0	0	0	2	5	0	0	0	0	0	22	0	0	14	0	0	2	1	73	20	6	0	118	
5	4	2	0	0	0	0	1	5	0	0	0	0	0	1	36	0	0	9	0	1	0	1	65	14	2	0	148	
5	1	1	3	0	0	1	1	7	3	0	0	0	0	0	41	0	0	19	0	1	1	1	61	5	10	0	142	
2	7	3	3	0	0	3	3	12	1	0	0	0	0	1	26	0	0	33	1	1	0	2	36	2	7	1	133	
12	8	8	7	0	0	1	0	30	0	0	0	1	0	0	34	0	0	65	0	0	0	6	27	3	7	1	112	
11	8	7	7	0	0	1	1	28	5	0	0	2	0	0	45	0	0	50	0	1	0	3	53	7	5	0	131	
5	1	7	6	0	0	0	2	17	2	0	0	0	0	0	30	0	0	30	0	0	1	3	31	5	4	0	142	
35	2	6	3	0	0	0	2	27	2	0	0	0	0	0	59	0	0	57	0	0	0	7	29	9	8	0	79	
14	7	10	4	0	0	2	1	30	0	0	0	0	0	0	41	0	0	58	0	1	1	6	37	1	13	0	107	
26	4	7	8	1	0	3	1	22	7	0	0	0	0	3	34	0	0	61	0	0	0	15	37	5	3	0	68	
41	4	10	6	0	0	4	1	36	2	0	0	0	0	2	48	0	0	88	0	2	0	7	24	15	7	0	94	
21	4	8	7	0	0	0	0	28	0	0	0	0	0	0	36	0	0	76	0	0	0	11	22	2	6	0	71	
3	6	10	2	0	0	0	1	10	2	0	0	0	0	0	39	0	0	34	0	1	0	4	22	7	2	0	153	
25	3	30	11	0	0	5	1	16	3	0	0	0	0	2	40	0	0	75	0	0	4	19	24	4	8	0	54	
24	2	46	10	0	0	2	2	31	6	0	0	4	0	1	31	0	0	104	0	1	4	29	16	3	5	0	78	
15	3	29	6	0	0	2	0	29	0	0	0	0	0	0	46	0	0	86	0	1	9	21	18	1	6	0	81	
7	3	42	9	1	0	1	2	29	6	0	0	0	0	0	25	0	0	82	0	1	4	20	13	4	5	0	69	
2	2	35	8	0	0	3	1	15	4	0	0	0	0	0	23	0	0	101	0	2	4	14	13	1	4	2	66	
4	2	26	7	0	0	0	0	18	4	0	0	0	0	0	21	0	0	105	0	0	2	11	18	1	2	0	66	
1	5	69	3	0	0	5	0	7	5	0	0	1	0	0	38	0	0	82	0	0	1	5	25	4	4	0	70	
1	2	53	0	0	0	3	2	9	15	0	0	0	0	3	42	0	0	81	0	3	0	11	30	3	2	0	125	
4	2	11	0	0	0	0	1	2	38	0	0	0	0	0	28	0	0	50	0	6	0	2	24	2	9	0	117	
11	9	7	1	0	0	0	2	8	36	0	0	0	0	0	22	0	0	43	0	1	0	1	29	3	8	0	121	
21	17	3	1	0	0	1	1	4	18	0	0	0	2	0	22	0	0	24	0	0	1	2	65	16	8	0	113	
7	9	3	0	0	0	0	1	5	37	0	0	0	0	0	21	0	0	16	0	1	0	0	76	22	2	0	98	
5	5	3	0	0	0	0	1	1	46	0	0	0	0	0	17	0	0	7	0	4	0	0	102	37	4	0	105	
3	6	0	0	0	0	1	0	3	35	0	0	0	0	1	22	0	0	8	0	1	1	0	72	17	7	0	121	
41	4	10	6	0	0	4	1	36	2	0	0	0	0	2	48	0	0	88	0	2	0	7	24	5	7	0	94	
4	5	5	0	0	0	0	1	4	41	0	0	0	0	0	12	0	0	14	0	1	0	0	77	16	6	0	147	
3	9	3	0	0	0	0	2	1	31	0	0	1	0	0	8	0	0	11	0	0	1	0	92	30	5	0	112	
16	5	10	5	0	0	0	3	17	1	0	0	0	0	1	42	0	0	39	0	0	0	0	38	9	4	0	168	
9	4	2	1	0	0	0	1	3	2	0	0	0	0	0	22	0	0	20	0	1	0	0	66	41	2	0	127	
6	4	3	1	0	0	1	2	3	6	0	0	0	0	2	19	0	0	13	0	0	0	0	59	15	6	0	158	
5	3	6	3	0	0	1	3	8	0	0	0	0	0	1	27	0	0	12	0	1	0	1	46	5	4	0	166	
18	6	4	0	1	0	3	1	15	3	0	0	0	0	0	34	0	0	30	0	0	0	5	39	7	6	0	98	
12	6	6	3	0	0	1	0	16	1	0	0	0	0	1	36	0	0	34	0	1	1	2	33	3	8	0	95	
4	0	20	2	0	0	0	0	7	0	0	0	0	0	0	7	0	0	27	0	0	0	1	4	1	0	0	32	
12	3	5	8	0	0	3	0	18	3	0	0	0	0	0	41	0	0	45	0	3	0	6	28	9	4	0	125	
3	4	2	3	0	0	0	1	10	3	0	0	0	0	0	28	0	0	33	0	0	0	2	34	7	5	0	157	
1	11	9	1	0	0	0	0	14	3	0	0	1	0	1	26	0	0	35	0	1	0	2	35	8	8	0	154	
19	0	7	4	0	0	0	0	12	3	0	0	0	0	2	44	0	0	39	0	3	0	6	22	7	3	1	52	
42	4	14	6	0	0	1	1	9	3	0	0	0	0	1	60	0	0	54	0	0	0	3	34	4	6	0	106	
32	2	4	6	0	0	1	3	2	3	0	0	0	0	1	47	0	0	35	0	0	0	3	28	7	9	0	111	
39	0	0	2	0	0	6	1	11	1	0	0	0	0	2	45	0	0	42	0	1	1	1	19	7	5	0	79	
42	8	16	2	0	0	2	2	18	1	0	0	0	0	0	53	0	0	53	0	2	0	4	18	4	4	1	88	
35	4	28	1	0	0	3	2	18	3	0	0	3	0	1	29	0	0	47	0	0	1	9	27	8	6	1	107	
3	3	4	0	0	0	0	0	8	1	0	0	0	0	0	19	0	0	14	0	0	0	0	4	0	3	1	47	
39	3	15	2	0	0	3	0	12	1	0	0	0	0	0	20	0	0	58	0	4	0	6	27	5	0	0	66	
42	2	22	11	0	0	3	0	9	5	0	0	0	0	1	50	0	1	85	0	1	3	2	20	11	7	0	98	
60	5	13	5	0	0	2	1	21	0	0	0	0	0	0	44	0	0	60	0	1	0	7	27	2	4	0	90	
29	4	8	6	0	0	4	0	9	3	0	0	0	0	0	46	0	1	55	0	0	1	10	22	6	4	1	64	
41	1	23	13	0	0	1	1	14	3	0	0	1	0	1	52	0	0	75	0	2	2	8	16	5	10	0	80	
10	4	28	6	0	0	4	1	25	1	0	0	0	0	1	53	0	1	70	0	2	5	7	23	11	4	0	65	
40	2	20	8	0	0	5	1	20	4	0	0	0	0	0	28	0	0	99	0	2	4	9	20	1	1	1	66	
25	1	23	10	0	0	3	1	14	0	0	0	0	0	1	38	0	0	71	0	1	6	11	13	6	2	0	69	
15	1	43	10	0	0	5	2	34	3	0	0	1	0	0	35	0	0	92	4	2	3	10	14	5	3	1	70	
9	4	12	1	0	0	1	0	8	2	0	0	0	0	0	9	0	0	38	0	2	2	3	3	4	0	0	31	
26	6	11	4	0	0	0	0	19	0	0	0	0	0	0	37	0	1	100	0	1	3	9	11	5	6	0	71	
8	1	25	10	0	0	9	0	20	1	0	0	3	0	1	26	0	0	77	0	4	12	14	12	1	8	0	85	
11	3	45	5	0	0	3	1	17	1	0	0	0	0	1	26	0	0	90	0	2	8	13	13	4	5	2	52	
5	3	27	4	0	0	7	1	27	1	0	0	1	0	0	20	0	0	96	0	2	5	18	18	7	4	0	59	
13	5	30	24	0	0	7	1	43	6	0	0	0	0	0	43	0	0	102	0	0	3	14	17	2	10	0	64	
1	2	34	18	0	0	6	2	32	1	0	0	0	0	0	36	0	0	65	0	3	0	16	13	8	4	0	102	
5	2	52	16	0	0	3	5	37	2	0	0	0	0	0	31	0	0	87	1	2	1	12	31	7	6	0	106	
4	2	35	8	0	0	2	2	11	3	0	0	0	0	0	20	0	0	75	0	0	1	7	13	4	2	1	91	
2	4	21	5	0	0	8	0	13	4	0	0	0	0	0	35	0	0	57	0	1	4	8	16	8	8	0	76	
3	2	7	7	0	0	5	3	16	4	0	0	0	0	0	19	0	0	46	0	1	0	5	21	4	2	0	82	
2	2	30	1	0	0	5	1	24	3	0	0	0	0	0	55	0	0	51	0	1	1	10	24	1	4	0	84	
1	2	30	2	0	0	6	3	14	8	0	0	0	0	2	32	0	0	60	0	3	1	4	10	10	8	0	96	
0	0	19	0	0	0	2	1	12	6	0	0	0	0	0	42	0	0	53	0	0	0	2	15	1	8	0	99	
3	3	36	0	0	0	3	1	11	6	0	0	0	0	0	33	0	0	41	0	4	0	7	15	3	9	0	89	
2	5	8	1	0	0	1	0	7	6	0	0	0	0	0	50	0	0	37	0	3	0	2	29	10	3	0	123	
0	1	7	1	0	0	1	0	3	7	0	0	0	0	0	45	0	0	31	0	2	1	1	26	8	13	0	116	
3	2	13	0	0	0	0	1	3	11	0	0	0	0	0	50	0	0	25	0	1	0	1	35	9	10	0	138	
1	1	2	0	0	0	0	1	2	10	0	0	0	0	0	17	0	0	4	0	0	0	0	49	18	11	0	180	
3	5	5	0	0	0	1	3	6	5	0	0	0	0	0	35	0	0	27	0	1	0	3	34	22	4	0	139	
1	1	5	1	0	0	0	3	5	8	0	0	0	0	0	24	0	0	28	0	1	0	0	74	30	9	0	187	
5	2	17	0	0	0	0	2	12	14	0	0	0	0	0	40	0	0	41	0	1	0	0	25	7	9	0	139	
0	2	3	0	0	0	0	0	0	5	0	0	0	0	0	30	0	0	10	0	2	0	0	77	27	5	0	164	
3	1	3	0	0	0	0	3	2	0	0	0	0	0	0	23	0	0	12	0	3	0	1	80	23	4	0	161	
2	0	7	0	0	0	1	5	3	1	0	0	0	0	0	45	0	0	21	0	1	0	1	48	23	8	0	172	
14	2	3	2	0	0	4	1	23	6	0	0	0	0	0	61	0	0	52	0	0	0	3	36	8	8	0	150	
8	2	18	0	0	0	2	3	29	10	0	0	0	0	0	40	0	0	68	0	2	1	5	44	4	7	0	103	
6	1	13	1	0	0	5	2	15	8	0	0	0	0	0	35	0	0	52	0	0	0	1	17	8	0	0	106	
4	2	18	1	0	0	2	1	21	10	0	0	0	0	1	32	0	0	55	0	3	0	3	28	9	12	0	122	
8	2	12	0	0	0	6	4	43	8	0	0	0	0	1	49	0	0	57	0	0	0	4	24	4	2	0	100	
2	2	20	0	0	0	2	3	6	4	0	0	0	0	0	31	0	0	55	0	0	0	2	24	8	5	0	137	
1	4	10	0	0	0	0	0	12	10	0	0	0	0	0	47	0	0	55	0	1	0	0	33	6	5	0	165	
0	4	9	0	0	0	4	2	14	14	0	0	0	0	1	41	0	0	35	0	0	0	1	28	9	2	0	150	
0	3	4	0	0	0	1	4	8	14	0	0	0	0	0	18	0	0	20	0	2	0	3	40	9	4	0	123	
1	3	5	1	0	0	1	1	10	11	0	0	0	0	0	29	0	0	43	0	1	0	2	33	6	3	0	157	
1	0	7	0	1	0	1	2	16	17	0	0	0	0	0	34	0	0	58	0	1	0	2	31	22	3	0	146	
5	1	4	0	0	0	1	4	13	9	0	0	1	0	0	47	0	0	29	0	0	0	2	69	32	3	0	163	
3	10	1	0	0	0	0	5	2	3	0	0	0	0	0	30	0	0	18	0	1	0	1	23	15	2	0	128	
1	7	7	4	0	0	1	2	17	7	0	2	3	0	0	58	0	0	33	0	0	0	3	56	28	3	0	189	
0	0	1	1	0	0	0	2	5	4	0	0	1	0	0	45	0	0	31	0	0	0	2	40	23	8	0	120	
1	1	0	0	0	0	0	3	0	2	0	0	1	0	0	28	0	0	9	0	0	0	0	22	8	0	0	106	
1	2	3	0	0	0	1	2	5	3	0	0	0	0	0	23	0	0	27	0	1	0	1	25	10	2	1	81	
0	0	6	0	0	0	0	5	4	6	0	0	0	0	0	25	0	0	32	0	0	0	2	18	6	3	0	39	
1	1	8	1	0	0	0	6	8	15	0	0	1	0	0	45	0	0	19	0	0	0	3	22	13	7	1	122	
1	0	2	0	0	0	1	0	9	14	0	0	1	0	0	20	0	0	18	0	0	0	2	13	7	3	0	41	
3	3	4	0	0	0	1	2	15	12	0	0	0	0	0	40	0	0	17	0	0	0	1	38	10	5	1	100	
0	0	3	0	0	0	0	4	9	4	0	0	0	0	0	23	0	0	12	0	0	0	0	11	15	4	0	61	
1	3	3	0	0	0	0	4	12	33	0	0	0	0	0	48	0	0	13	0	0	0	0	54	15	2	0	110	
1	0	2	0	0	0	1	5	2	35	0	0	0	0	0	17	0	0	10	0	0	0	1	84	25	0	0	142	
0	5	2	0	0	0	0	7	6	8	0	0	1	0	0	36	0	0	22	0	0	0	0	121	40	2	0	188	
0	4	5	1	0	0	0	0	6	11	0	1	0	0	0	15	0	0	10	0	0	0	1	16	11	1	0	73	
